ACTION START 1200 0 START
ACTION QUERY 1200 10 liminal time god encounter connection theology mystic
ACTION SERP 1200 15 EXAMINE_SERP
ACTION QUERY 1200 121 ("liminal space" OR "transitional space" OR "in between space" OR "between spaces" OR "borderline space" OR "threshold" OR "not quite here" OR "not quite there" OR "in-between" OR "both/and" OR "hybrid" OR "crossroads" OR "multiple identities" OR "identity fluidity" OR "flexible identification" OR "provisional self") AND ("spirituality" OR "religious beliefs" OR
ACTION SERP 1200 126 EXAMINE_SERP
ACTION SNIPPET 1200 129 SNIPPET_NOT_RELEVANT 46608181
ACTION SNIPPET 1200 132 SNIPPET_NOT_RELEVANT 126384062
ACTION SNIPPET 1200 135 SNIPPET_NOT_RELEVANT 43459273
ACTION SNIPPET 1200 138 SNIPPET_NOT_RELEVANT 150531865
ACTION SNIPPET 1200 141 SNIPPET_NOT_RELEVANT 86968583
ACTION SNIPPET 1200 144 SNIPPET_NOT_RELEVANT 146305204
ACTION SNIPPET 1200 147 SNIPPET_NOT_RELEVANT 8178227
ACTION SNIPPET 1200 150 SNIPPET_NOT_RELEVANT 121946511
ACTION SNIPPET 1200 153 SNIPPET_NOT_RELEVANT 8356788
ACTION SNIPPET 1200 156 SNIPPET_NOT_RELEVANT 54733490
ACTION SNIPPET 1200 159 SNIPPET_NOT_RELEVANT 51349414
ACTION SNIPPET 1200 162 SNIPPET_NOT_RELEVANT 161266853
ACTION SNIPPET 1200 165 SNIPPET_NOT_RELEVANT 82641037
ACTION SNIPPET 1200 168 SNIPPET_NOT_RELEVANT 149904945
ACTION SNIPPET 1200 171 SNIPPET_NOT_RELEVANT 145381537
ACTION SNIPPET 1200 174 SNIPPET_NOT_RELEVANT 8279696
ACTION SNIPPET 1200 177 SNIPPET_NOT_RELEVANT 7984064
ACTION SNIPPET 1200 180 SNIPPET_NOT_RELEVANT 2088925
ACTION SNIPPET 1200 183 SNIPPET_NOT_RELEVANT 59260092
ACTION SNIPPET 1200 186 SNIPPET_NOT_RELEVANT 8867455
ACTION SNIPPET 1200 189 SNIPPET_NOT_RELEVANT 26559822
ACTION SNIPPET 1200 192 SNIPPET_NOT_RELEVANT 57434966
ACTION SNIPPET 1200 195 SNIPPET_NOT_RELEVANT 36674072
ACTION SNIPPET 1200 198 SNIPPET_NOT_RELEVANT 19027918
ACTION SNIPPET 1200 201 SNIPPET_NOT_RELEVANT 7490335
ACTION SNIPPET 1200 204 SNIPPET_NOT_RELEVANT 7565761
ACTION SNIPPET 1200 207 SNIPPET_NOT_RELEVANT 8860374
ACTION SNIPPET 1200 210 SNIPPET_NOT_RELEVANT 9437828
ACTION SNIPPET 1200 213 SNIPPET_NOT_RELEVANT 2516834
ACTION SNIPPET 1200 216 SNIPPET_NOT_RELEVANT 42783244
ACTION SNIPPET 1200 219 SNIPPET_NOT_RELEVANT 51485560
ACTION SNIPPET 1200 222 SNIPPET_NOT_RELEVANT 138618832
ACTION QUERY 1200 232 ("liminal space" OR "liminal time" OR "in between" OR "transitional phase" OR "threshold" OR "borderland" OR "borderline" OR "connectivity" OR "social media" OR "online" OR "digital platforms" OR "virtual spaces" OR "social platforms" OR "peer networks" OR "influence" OR "social influence" OR "social connectivity") AND ("spirituality" OR "religious beliefs" OR "religious influences"
ACTION SERP 1200 237 EXAMINE_SERP
ACTION SNIPPET 1200 240 SNIPPET_NOT_RELEVANT 150643828
ACTION SNIPPET 1200 243 SNIPPET_NOT_RELEVANT 156076099
ACTION SNIPPET 1200 246 SNIPPET_NOT_RELEVANT 157768594
ACTION SNIPPET 1200 249 SNIPPET_NOT_RELEVANT 156956084
ACTION SNIPPET 1200 252 SNIPPET_NOT_RELEVANT 8132452
ACTION SNIPPET 1200 255 SNIPPET_NOT_RELEVANT 7079902
ACTION SNIPPET 1200 258 SNIPPET_NOT_RELEVANT 36999051
ACTION SNIPPET 1200 261 SNIPPET_NOT_RELEVANT 163897832
ACTION SNIPPET 1200 264 SNIPPET_NOT_RELEVANT 74686460
ACTION SNIPPET 1200 267 SNIPPET_NOT_RELEVANT 57434966
ACTION SNIPPET 1200 270 SNIPPET_NOT_RELEVANT 11474967
ACTION SNIPPET 1200 273 SNIPPET_NOT_RELEVANT 161094973
ACTION SNIPPET 1200 276 SNIPPET_NOT_RELEVANT 2812569
ACTION SNIPPET 1200 279 SNIPPET_NOT_RELEVANT 126874059
ACTION SNIPPET 1200 282 SNIPPET_NOT_RELEVANT 154815977
ACTION SNIPPET 1200 285 SNIPPET_NOT_RELEVANT 141799155
ACTION SNIPPET 1200 288 SNIPPET_NOT_RELEVANT 85598622
ACTION SNIPPET 1200 291 SNIPPET_NOT_RELEVANT 47549155
ACTION SNIPPET 1200 294 SNIPPET_NOT_RELEVANT 18700961
ACTION SNIPPET 1200 297 SNIPPET_NOT_RELEVANT 59394966
ACTION SNIPPET 1200 300 SNIPPET_NOT_RELEVANT 59260092
ACTION SNIPPET 1200 303 SNIPPET_NOT_RELEVANT 17829554
ACTION SNIPPET 1200 306 SNIPPET_NOT_RELEVANT 83758402
ACTION SNIPPET 1200 309 SNIPPET_NOT_RELEVANT 17822450
ACTION SNIPPET 1200 312 SNIPPET_NOT_RELEVANT 43576435
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 57461360
ACTION SNIPPET 1200 318 SNIPPET_NOT_RELEVANT 67262907
ACTION SNIPPET 1200 321 SNIPPET_NOT_RELEVANT 136484327
ACTION SNIPPET 1200 324 SNIPPET_NOT_RELEVANT 47798683
ACTION SNIPPET 1200 327 SNIPPET_NOT_RELEVANT 31447662
ACTION SNIPPET 1200 330 SNIPPET_NOT_RELEVANT 151245951
ACTION SNIPPET 1200 333 SNIPPET_NOT_RELEVANT 82268034
ACTION QUERY 1200 343 ("liminal space" OR "liminal time" OR "transitional space" OR "in-between space" OR "in-between time" OR "not yet space" OR "not yet time" OR "betwixt and between" OR "betwixt and those") AND ("spirituality" OR "religious" OR "religious experience" OR "spiritual encounter" OR "deeply spiritual" OR "religious belief" OR "spiritual belief" OR "religious practice
ACTION SERP 1200 348 EXAMINE_SERP
ACTION SNIPPET 1200 351 SNIPPET_NOT_RELEVANT 8867455
ACTION SNIPPET 1200 354 SNIPPET_NOT_RELEVANT 68581576
ACTION SNIPPET 1200 357 SNIPPET_NOT_RELEVANT 19014752
ACTION SNIPPET 1200 360 SNIPPET_NOT_RELEVANT 41636249
ACTION SNIPPET 1200 363 SNIPPET_NOT_RELEVANT 18008112
ACTION SNIPPET 1200 366 SNIPPET_NOT_RELEVANT 54784912
ACTION SNIPPET 1200 369 SNIPPET_NOT_RELEVANT 82587516
ACTION SNIPPET 1200 372 SNIPPET_NOT_RELEVANT 74590241
ACTION SNIPPET 1200 375 SNIPPET_NOT_RELEVANT 163897832
ACTION SNIPPET 1200 378 SNIPPET_NOT_RELEVANT 145759031
ACTION SNIPPET 1200 381 SNIPPET_NOT_RELEVANT 10489333
ACTION SNIPPET 1200 384 SNIPPET_NOT_RELEVANT 9185822
ACTION SNIPPET 1200 387 SNIPPET_NOT_RELEVANT 121760581
ACTION SNIPPET 1200 390 SNIPPET_NOT_RELEVANT 57434966
ACTION SNIPPET 1200 393 SNIPPET_NOT_RELEVANT 131823159
ACTION SNIPPET 1200 396 SNIPPET_NOT_RELEVANT 62544946
ACTION SNIPPET 1200 399 SNIPPET_NOT_RELEVANT 38507422
ACTION SNIPPET 1200 402 SNIPPET_NOT_RELEVANT 2457353
ACTION SNIPPET 1200 405 SNIPPET_NOT_RELEVANT 83575805
ACTION SNIPPET 1200 408 SNIPPET_NOT_RELEVANT 2596087
ACTION SNIPPET 1200 411 SNIPPET_NOT_RELEVANT 134996138
ACTION SNIPPET 1200 414 SNIPPET_NOT_RELEVANT 52448338
ACTION SNIPPET 1200 417 SNIPPET_NOT_RELEVANT 18762983
ACTION SNIPPET 1200 420 SNIPPET_NOT_RELEVANT 144206312
ACTION SNIPPET 1200 423 SNIPPET_NOT_RELEVANT 18522020
ACTION SNIPPET 1200 426 SNIPPET_NOT_RELEVANT 84234978
ACTION SNIPPET 1200 429 SNIPPET_NOT_RELEVANT 74196823
ACTION SNIPPET 1200 432 SNIPPET_NOT_RELEVANT 163717631
ACTION SNIPPET 1200 435 SNIPPET_NOT_RELEVANT 154127162
ACTION SNIPPET 1200 438 SNIPPET_NOT_RELEVANT 12240275
ACTION SNIPPET 1200 441 SNIPPET_NOT_RELEVANT 149595279
ACTION SNIPPET 1200 444 SNIPPET_NOT_RELEVANT 143061130
ACTION QUERY 1200 454 ("liminal space" OR "liminal time" OR "transitional space" OR "transitional time") AND ("spirituality" OR "religious experience" OR "religious perception" OR "religious awareness" OR "spiritual experience" OR "mystical experience" OR "religious consciousness") AND ("environment" OR "nature" OR "outdoors" OR "rural" OR "wilderness" OR "remote" OR "environmental" OR "ecology" OR "
ACTION SERP 1200 459 EXAMINE_SERP
ACTION SNIPPET 1200 462 SNIPPET_NOT_RELEVANT 148754424
ACTION SNIPPET 1200 465 SNIPPET_NOT_RELEVANT 68581576
ACTION SNIPPET 1200 468 SNIPPET_NOT_RELEVANT 145759031
ACTION SNIPPET 1200 471 SNIPPET_NOT_RELEVANT 140904935
ACTION SNIPPET 1200 474 SNIPPET_NOT_RELEVANT 138688685
ACTION SNIPPET 1200 477 SNIPPET_NOT_RELEVANT 84234978
ACTION SNIPPET 1200 480 SNIPPET_NOT_RELEVANT 57434966
ACTION SNIPPET 1200 483 SNIPPET_NOT_RELEVANT 140746574
ACTION SNIPPET 1200 486 SNIPPET_NOT_RELEVANT 83948208
ACTION SNIPPET 1200 489 SNIPPET_NOT_RELEVANT 19014752
ACTION SNIPPET 1200 492 SNIPPET_NOT_RELEVANT 134996138
ACTION SNIPPET 1200 495 SNIPPET_NOT_RELEVANT 41636249
ACTION SNIPPET 1200 498 SNIPPET_NOT_RELEVANT 83575805
ACTION SNIPPET 1200 501 SNIPPET_NOT_RELEVANT 53865195
ACTION SNIPPET 1200 504 SNIPPET_NOT_RELEVANT 47799250
ACTION SNIPPET 1200 507 SNIPPET_NOT_RELEVANT 132425910
ACTION SNIPPET 1200 510 SNIPPET_NOT_RELEVANT 163717631
ACTION SNIPPET 1200 513 SNIPPET_NOT_RELEVANT 163897832
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 108809967
ACTION SNIPPET 1200 519 SNIPPET_NOT_RELEVANT 165833645
ACTION SNIPPET 1200 522 SNIPPET_NOT_RELEVANT 7984064
ACTION SNIPPET 1200 525 SNIPPET_NOT_RELEVANT 62544946
ACTION SNIPPET 1200 528 SNIPPET_NOT_RELEVANT 54784912
ACTION SNIPPET 1200 531 SNIPPET_NOT_RELEVANT 18008112
ACTION SNIPPET 1200 534 SNIPPET_NOT_RELEVANT 48106121
ACTION SNIPPET 1200 537 SNIPPET_NOT_RELEVANT 74590241
ACTION SNIPPET 1200 540 SNIPPET_NOT_RELEVANT 82587516
ACTION SNIPPET 1200 543 SNIPPET_NOT_RELEVANT 8867356
ACTION SNIPPET 1200 546 SNIPPET_NOT_RELEVANT 10489333
ACTION SNIPPET 1200 549 SNIPPET_NOT_RELEVANT 126223913
ACTION SNIPPET 1200 552 SNIPPET_NOT_RELEVANT 12279769
ACTION SNIPPET 1200 555 SNIPPET_NOT_RELEVANT 38507422
ACTION QUERY 1200 565 ("liminal space" OR "transitional space" OR "in-between space" OR "between spaces" OR "betweenness" OR "neither-nor space" OR "uncertain space" OR "undetermined space" OR "fluid space" OR "changeable space" OR "flexible space" OR "peripheral space" OR "outer space" OR "otherworldly space" OR "parallel universe" OR "multiple realities" OR "crossroads" OR "dead
ACTION SERP 1200 570 EXAMINE_SERP
ACTION SNIPPET 1200 573 SNIPPET_NOT_RELEVANT 149565512
ACTION SNIPPET 1200 576 SNIPPET_NOT_RELEVANT 160953589
ACTION SNIPPET 1200 579 SNIPPET_NOT_RELEVANT 159079018
ACTION SNIPPET 1200 582 SNIPPET_NOT_RELEVANT 31404380
ACTION SNIPPET 1200 585 SNIPPET_NOT_RELEVANT 54740403
ACTION SNIPPET 1200 588 SNIPPET_NOT_RELEVANT 127381397
ACTION SNIPPET 1200 591 SNIPPET_NOT_RELEVANT 71908627
ACTION SNIPPET 1200 594 SNIPPET_NOT_RELEVANT 149969723
ACTION SNIPPET 1200 597 SNIPPET_NOT_RELEVANT 148958062
ACTION SNIPPET 1200 600 SNIPPET_NOT_RELEVANT 130931608
ACTION SNIPPET 1200 603 SNIPPET_NOT_RELEVANT 19898824
ACTION SNIPPET 1200 606 SNIPPET_NOT_RELEVANT 40821586
ACTION SNIPPET 1200 609 SNIPPET_NOT_RELEVANT 135374344
ACTION SNIPPET 1200 612 SNIPPET_NOT_RELEVANT 122060423
ACTION SNIPPET 1200 615 SNIPPET_NOT_RELEVANT 8066379
ACTION SNIPPET 1200 618 SNIPPET_NOT_RELEVANT 68232215
ACTION SNIPPET 1200 621 SNIPPET_NOT_RELEVANT 18865785
ACTION SNIPPET 1200 624 SNIPPET_NOT_RELEVANT 150277938
ACTION SNIPPET 1200 627 SNIPPET_NOT_RELEVANT 146304211
ACTION SNIPPET 1200 630 SNIPPET_NOT_RELEVANT 84498764
ACTION SNIPPET 1200 633 SNIPPET_NOT_RELEVANT 165119314
ACTION SNIPPET 1200 636 SNIPPET_NOT_RELEVANT 154066186
ACTION SNIPPET 1200 639 SNIPPET_NOT_RELEVANT 63092114
ACTION SNIPPET 1200 642 SNIPPET_NOT_RELEVANT 16183108
ACTION SNIPPET 1200 645 SNIPPET_NOT_RELEVANT 153578432
ACTION SNIPPET 1200 648 SNIPPET_NOT_RELEVANT 70584632
ACTION SNIPPET 1200 651 SNIPPET_NOT_RELEVANT 154801444
ACTION SNIPPET 1200 654 SNIPPET_NOT_RELEVANT 132480875
ACTION SNIPPET 1200 657 SNIPPET_NOT_RELEVANT 160827650
ACTION SNIPPET 1200 660 SNIPPET_NOT_RELEVANT 2094860
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 82379683
ACTION SNIPPET 1200 666 SNIPPET_NOT_RELEVANT 75474208
ACTION QUERY 1200 676 ("liminal" OR "transitional" OR "in-between" OR "threshold") AND ("experience" OR "interaction" OR "contact" OR "encounter") AND ("God" OR "Spirit" OR "Divinity" OR "Holy") AND ("relationship" OR "connectivity" OR "association" OR "relationship") AND ("Christianity" OR "Jesus" OR "Gospel" OR "Bible") AND ("commentary" OR "reflection" OR "ins
ACTION SERP 1200 681 EXAMINE_SERP
ACTION SNIPPET 1200 684 SNIPPET_NOT_RELEVANT 138484191
ACTION SNIPPET 1200 687 SNIPPET_NOT_RELEVANT 8509496
ACTION SNIPPET 1200 690 SNIPPET_NOT_RELEVANT 162416772
ACTION SNIPPET 1200 693 SNIPPET_NOT_RELEVANT 68543815
ACTION SNIPPET 1200 696 SNIPPET_NOT_RELEVANT 132839626
ACTION SNIPPET 1200 699 SNIPPET_NOT_RELEVANT 1195873
ACTION SNIPPET 1200 702 SNIPPET_NOT_RELEVANT 82149481
ACTION SNIPPET 1200 705 SNIPPET_NOT_RELEVANT 138350961
ACTION SNIPPET 1200 708 SNIPPET_NOT_RELEVANT 129037767
ACTION SNIPPET 1200 711 SNIPPET_NOT_RELEVANT 40376033
ACTION SNIPPET 1200 714 SNIPPET_NOT_RELEVANT 138583061
ACTION SNIPPET 1200 717 SNIPPET_NOT_RELEVANT 40378643
ACTION SNIPPET 1200 720 SNIPPET_NOT_RELEVANT 8529987
ACTION SNIPPET 1200 723 SNIPPET_NOT_RELEVANT 61597976
ACTION SNIPPET 1200 726 SNIPPET_NOT_RELEVANT 23163664
ACTION SNIPPET 1200 729 SNIPPET_NOT_RELEVANT 146422437
ACTION SNIPPET 1200 732 SNIPPET_NOT_RELEVANT 36638606
ACTION SNIPPET 1200 735 SNIPPET_NOT_RELEVANT 40188586
ACTION SNIPPET 1200 738 SNIPPET_NOT_RELEVANT 138686130
ACTION SNIPPET 1200 741 SNIPPET_NOT_RELEVANT 54752693
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 85390748
ACTION SNIPPET 1200 747 SNIPPET_NOT_RELEVANT 138752228
ACTION SNIPPET 1200 750 SNIPPET_NOT_RELEVANT 82519186
ACTION SNIPPET 1200 753 SNIPPET_NOT_RELEVANT 151901001
ACTION SNIPPET 1200 756 SNIPPET_NOT_RELEVANT 44838729
ACTION SNIPPET 1200 759 SNIPPET_NOT_RELEVANT 40302071
ACTION SNIPPET 1200 762 SNIPPET_NOT_RELEVANT 17874620
ACTION SNIPPET 1200 765 SNIPPET_NOT_RELEVANT 69825038
ACTION SNIPPET 1200 768 SNIPPET_NOT_RELEVANT 70008855
ACTION SNIPPET 1200 771 SNIPPET_NOT_RELEVANT 8863528
ACTION SNIPPET 1200 774 SNIPPET_NOT_RELEVANT 25027825
ACTION SNIPPET 1200 777 SNIPPET_NOT_RELEVANT 7936879
ACTION QUERY 1200 787 ("liminal" OR "transitional" OR "in-between" OR "threshold") AND ("experience" OR "moment" OR "interaction" OR "contact" OR "encounter") AND ("deeply" OR "profoundly" OR "intensely" OR "dramatically" OR "significantly" OR "lasting") AND ("spirituality" OR "religiousness" OR "faith" OR "beliefs" OR "practice") AND ("performance" OR "rit
ACTION SERP 1200 792 EXAMINE_SERP
ACTION SNIPPET 1200 795 SNIPPET_NOT_RELEVANT 131823159
ACTION SNIPPET 1200 798 SNIPPET_NOT_RELEVANT 41655609
ACTION SNIPPET 1200 801 SNIPPET_NOT_RELEVANT 46206310
ACTION SNIPPET 1200 804 SNIPPET_NOT_RELEVANT 163897832
ACTION SNIPPET 1200 807 SNIPPET_NOT_RELEVANT 18008112
ACTION SNIPPET 1200 810 SNIPPET_NOT_RELEVANT 2457353
ACTION SNIPPET 1200 813 SNIPPET_NOT_RELEVANT 2596087
ACTION SNIPPET 1200 816 SNIPPET_NOT_RELEVANT 41636249
ACTION SNIPPET 1200 819 SNIPPET_NOT_RELEVANT 140273174
ACTION SNIPPET 1200 822 SNIPPET_NOT_RELEVANT 2266299
ACTION SNIPPET 1200 825 SNIPPET_NOT_RELEVANT 7910714
ACTION SNIPPET 1200 828 SNIPPET_NOT_RELEVANT 85248392
ACTION SNIPPET 1200 831 SNIPPET_NOT_RELEVANT 53865195
ACTION SNIPPET 1200 834 SNIPPET_NOT_RELEVANT 69516258
ACTION SNIPPET 1200 837 SNIPPET_NOT_RELEVANT 158116998
ACTION SNIPPET 1200 840 SNIPPET_NOT_RELEVANT 8955334
ACTION SNIPPET 1200 843 SNIPPET_NOT_RELEVANT 69365482
ACTION SNIPPET 1200 846 SNIPPET_NOT_RELEVANT 19169652
ACTION SNIPPET 1200 849 SNIPPET_NOT_RELEVANT 41655455
ACTION SNIPPET 1200 852 SNIPPET_NOT_RELEVANT 127572354
ACTION SNIPPET 1200 855 SNIPPET_NOT_RELEVANT 125065258
ACTION SNIPPET 1200 858 SNIPPET_NOT_RELEVANT 38507422
ACTION SNIPPET 1200 861 SNIPPET_NOT_RELEVANT 144206312
ACTION SNIPPET 1200 864 SNIPPET_NOT_RELEVANT 54784912
ACTION SNIPPET 1200 867 SNIPPET_NOT_RELEVANT 8866989
ACTION SNIPPET 1200 870 SNIPPET_NOT_RELEVANT 17765277
ACTION SNIPPET 1200 873 SNIPPET_NOT_RELEVANT 165833645
ACTION SNIPPET 1200 876 SNIPPET_NOT_RELEVANT 140904935
ACTION SNIPPET 1200 879 SNIPPET_NOT_RELEVANT 18753979
ACTION SNIPPET 1200 882 SNIPPET_NOT_RELEVANT 132492991
ACTION SNIPPET 1200 885 SNIPPET_NOT_RELEVANT 52876267
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 4400116
ACTION QUERY 1200 898 ("liminal" OR "transitional" OR "in-between" OR "threshold") AND ("experience" OR "interaction" OR "contact" OR "relationship") AND ("God" OR "Spirit" OR "Divinity" OR "Higher Power" OR "Holy" OR "Christ" OR "Jesus" OR "Buddha" OR "Awakening" OR "Guru" OR "Vishnu" OR "Shiva" OR "Siva" OR "Ram"
ACTION SERP 1200 903 EXAMINE_SERP
ACTION SNIPPET 1200 906 SNIPPET_NOT_RELEVANT 138484191
ACTION SNIPPET 1200 909 SNIPPET_NOT_RELEVANT 68543815
ACTION SNIPPET 1200 912 SNIPPET_NOT_RELEVANT 132839626
ACTION SNIPPET 1200 915 SNIPPET_NOT_RELEVANT 8529987
ACTION SNIPPET 1200 918 SNIPPET_NOT_RELEVANT 162416772
ACTION SNIPPET 1200 921 SNIPPET_NOT_RELEVANT 62131893
ACTION SNIPPET 1200 924 SNIPPET_NOT_RELEVANT 85390748
ACTION SNIPPET 1200 927 SNIPPET_NOT_RELEVANT 40378643
ACTION SNIPPET 1200 930 SNIPPET_NOT_RELEVANT 82519186
ACTION SNIPPET 1200 933 SNIPPET_NOT_RELEVANT 17874620
ACTION SNIPPET 1200 936 SNIPPET_NOT_RELEVANT 61597976
ACTION SNIPPET 1200 939 SNIPPET_NOT_RELEVANT 84844659
ACTION SNIPPET 1200 942 SNIPPET_NOT_RELEVANT 138583061
ACTION SNIPPET 1200 945 SNIPPET_NOT_RELEVANT 1195873
ACTION SNIPPET 1200 948 SNIPPET_NOT_RELEVANT 40302071
ACTION SNIPPET 1200 951 SNIPPET_NOT_RELEVANT 138608532
ACTION SNIPPET 1200 954 SNIPPET_NOT_RELEVANT 69825038
ACTION SNIPPET 1200 957 SNIPPET_NOT_RELEVANT 4374543
ACTION SNIPPET 1200 960 SNIPPET_NOT_RELEVANT 144602248
ACTION SNIPPET 1200 963 SNIPPET_NOT_RELEVANT 66851938
ACTION SNIPPET 1200 966 SNIPPET_NOT_RELEVANT 84846290
ACTION SNIPPET 1200 969 SNIPPET_NOT_RELEVANT 8509496
ACTION SNIPPET 1200 972 SNIPPET_NOT_RELEVANT 42698352
ACTION SNIPPET 1200 975 SNIPPET_NOT_RELEVANT 132876365
ACTION SNIPPET 1200 978 SNIPPET_NOT_RELEVANT 145371805
ACTION SNIPPET 1200 981 SNIPPET_NOT_RELEVANT 86814781
ACTION SNIPPET 1200 984 SNIPPET_NOT_RELEVANT 129037767
ACTION SNIPPET 1200 987 SNIPPET_NOT_RELEVANT 66744202
ACTION SNIPPET 1200 990 SNIPPET_NOT_RELEVANT 69478463
ACTION SNIPPET 1200 993 SNIPPET_NOT_RELEVANT 26178039
ACTION SNIPPET 1200 996 SNIPPET_NOT_RELEVANT 31469893
ACTION SNIPPET 1200 999 SNIPPET_NOT_RELEVANT 17768612
ACTION QUERY 1200 1009 ("liminal" OR "transitional" OR "in-between" OR "threshold") AND ("experience" OR "moment" OR "interaction" OR "contact" OR "relationship") AND ("God" OR "Spirit" OR "Divinity" OR "Sacred" OR "Holy") AND ("encounter" OR "interaction" OR "contact" OR "relationship") AND ("reflection" OR "reflexivity" OR "self-awareness") AND ("perception" OR "
ACTION SERP 1200 1014 EXAMINE_SERP
ACTION SNIPPET 1200 1017 SNIPPET_NOT_RELEVANT 132839626
ACTION SNIPPET 1200 1020 SNIPPET_NOT_RELEVANT 153543560
ACTION SNIPPET 1200 1023 SNIPPET_NOT_RELEVANT 138484191
ACTION SNIPPET 1200 1026 SNIPPET_NOT_RELEVANT 78143557
ACTION SNIPPET 1200 1029 SNIPPET_NOT_RELEVANT 31406315
ACTION SNIPPET 1200 1032 SNIPPET_NOT_RELEVANT 40378643
ACTION SNIPPET 1200 1035 SNIPPET_NOT_RELEVANT 7973217
ACTION SNIPPET 1200 1038 SNIPPET_NOT_RELEVANT 8529987
ACTION SNIPPET 1200 1041 SNIPPET_NOT_RELEVANT 86814781
ACTION SNIPPET 1200 1044 SNIPPET_NOT_RELEVANT 82149481
ACTION SNIPPET 1200 1047 SNIPPET_NOT_RELEVANT 162416772
ACTION SNIPPET 1200 1050 SNIPPET_NOT_RELEVANT 8135674
ACTION SNIPPET 1200 1053 SNIPPET_NOT_RELEVANT 40302071
ACTION SNIPPET 1200 1056 SNIPPET_NOT_RELEVANT 84234978
ACTION SNIPPET 1200 1059 SNIPPET_NOT_RELEVANT 4374543
ACTION SNIPPET 1200 1062 SNIPPET_NOT_RELEVANT 143753239
ACTION SNIPPET 1200 1065 SNIPPET_NOT_RELEVANT 138350961
ACTION SNIPPET 1200 1068 SNIPPET_NOT_RELEVANT 138583061
ACTION SNIPPET 1200 1071 SNIPPET_NOT_RELEVANT 7919889
ACTION SNIPPET 1200 1074 SNIPPET_NOT_RELEVANT 112510787
ACTION SNIPPET 1200 1077 SNIPPET_NOT_RELEVANT 1195873
ACTION SNIPPET 1200 1080 SNIPPET_NOT_RELEVANT 18210414
ACTION SNIPPET 1200 1083 SNIPPET_NOT_RELEVANT 138686130
ACTION SNIPPET 1200 1086 SNIPPET_NOT_RELEVANT 37667438
ACTION SNIPPET 1200 1089 SNIPPET_NOT_RELEVANT 7020870
ACTION SNIPPET 1200 1092 SNIPPET_NOT_RELEVANT 136069640
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 40678399
ACTION SNIPPET 1200 1098 SNIPPET_NOT_RELEVANT 7787064
ACTION SNIPPET 1200 1101 SNIPPET_NOT_RELEVANT 23163664
ACTION SNIPPET 1200 1104 SNIPPET_NOT_RELEVANT 13929683
