ACTION START 1200 0 START
ACTION QUERY 1200 10 TRUCKS AND TYRES
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 477 SNIPPET_NOT_RELEVANT 25430836
ACTION SNIPPET 1200 480 SNIPPET_NOT_RELEVANT 129798387
ACTION SNIPPET 1200 483 SNIPPET_NOT_RELEVANT 51413008
ACTION SNIPPET 1200 486 SNIPPET_NOT_RELEVANT 149533460
ACTION SNIPPET 1200 489 SNIPPET_NOT_RELEVANT 47482505
ACTION SNIPPET 1200 492 SNIPPET_NOT_RELEVANT 24722766
ACTION SNIPPET 1200 495 SNIPPET_NOT_RELEVANT 2349221
ACTION SNIPPET 1200 498 SNIPPET_NOT_RELEVANT 126985544
ACTION SNIPPET 1200 501 SNIPPET_NOT_RELEVANT 69234583
ACTION SNIPPET 1200 504 SNIPPET_NOT_RELEVANT 70724398
ACTION SNIPPET 1200 507 SNIPPET_NOT_RELEVANT 12457502
ACTION SNIPPET 1200 510 SNIPPET_NOT_RELEVANT 66318680
ACTION SNIPPET 1200 513 SNIPPET_NOT_RELEVANT 121485098
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 135736346
ACTION SNIPPET 1200 519 SNIPPET_NOT_RELEVANT 140661345
ACTION SNIPPET 1200 522 SNIPPET_NOT_RELEVANT 64607467
ACTION SNIPPET 1200 525 SNIPPET_NOT_RELEVANT 69227185
ACTION SNIPPET 1200 528 SNIPPET_NOT_RELEVANT 1246670
ACTION SNIPPET 1200 531 SNIPPET_NOT_RELEVANT 69306401
ACTION SNIPPET 1200 534 SNIPPET_NOT_RELEVANT 163360967
ACTION SNIPPET 1200 537 SNIPPET_NOT_RELEVANT 46469565
ACTION SNIPPET 1200 540 SNIPPET_NOT_RELEVANT 40531853
ACTION SNIPPET 1200 543 SNIPPET_NOT_RELEVANT 69226168
ACTION SNIPPET 1200 546 SNIPPET_NOT_RELEVANT 104466289
ACTION SNIPPET 1200 549 SNIPPET_NOT_RELEVANT 155422291
ACTION SNIPPET 1200 552 SNIPPET_NOT_RELEVANT 163245922
ACTION SNIPPET 1200 555 SNIPPET_NOT_RELEVANT 46615760
ACTION QUERY 1200 565 ("trucks" OR "commercial vehicles" OR "heavy vehicles" OR "HGVs") AND ("tyres" OR "tires" OR "vehicle tyres" OR "automobile tires" OR "passenger car tyres" OR "personal transport vehicles" OR "PTVs" OR "delivery vehicles" OR "service vehicles" OR "construction" OR "mining" OR "agriculture" OR "food" OR "distribution" OR "retail" OR "urban
ACTION SERP 1200 570 EXAMINE_SERP
ACTION SNIPPET 1200 573 SNIPPET_NOT_RELEVANT 78435704
ACTION SNIPPET 1200 576 SNIPPET_NOT_RELEVANT 47482505
ACTION SNIPPET 1200 579 SNIPPET_NOT_RELEVANT 30887585
ACTION SNIPPET 1200 582 SNIPPET_NOT_RELEVANT 85728012
ACTION SNIPPET 1200 585 SNIPPET_NOT_RELEVANT 70341223
ACTION SNIPPET 1200 588 SNIPPET_NOT_RELEVANT 14147838
ACTION SNIPPET 1200 591 SNIPPET_NOT_RELEVANT 42801322
ACTION SNIPPET 1200 594 SNIPPET_NOT_RELEVANT 163560473
ACTION SNIPPET 1200 597 SNIPPET_NOT_RELEVANT 131327997
ACTION SNIPPET 1200 600 SNIPPET_NOT_RELEVANT 10998020
ACTION SNIPPET 1200 603 SNIPPET_NOT_RELEVANT 135736346
ACTION SNIPPET 1200 606 SNIPPET_NOT_RELEVANT 156087326
ACTION SNIPPET 1200 609 SNIPPET_NOT_RELEVANT 100872708
ACTION SNIPPET 1200 612 SNIPPET_NOT_RELEVANT 128971872
ACTION SNIPPET 1200 615 SNIPPET_NOT_RELEVANT 31408864
ACTION SNIPPET 1200 618 SNIPPET_NOT_RELEVANT 61131606
ACTION SNIPPET 1200 621 SNIPPET_NOT_RELEVANT 126985544
ACTION SNIPPET 1200 624 SNIPPET_NOT_RELEVANT 46615760
ACTION SNIPPET 1200 627 SNIPPET_NOT_RELEVANT 95307390
ACTION SNIPPET 1200 630 SNIPPET_NOT_RELEVANT 68448792
ACTION SNIPPET 1200 633 SNIPPET_NOT_RELEVANT 140661345
ACTION SNIPPET 1200 636 SNIPPET_NOT_RELEVANT 163108523
ACTION SNIPPET 1200 639 SNIPPET_NOT_RELEVANT 18534780
ACTION SNIPPET 1200 642 SNIPPET_NOT_RELEVANT 69234583
ACTION SNIPPET 1200 645 SNIPPET_NOT_RELEVANT 162218163
ACTION SNIPPET 1200 648 SNIPPET_NOT_RELEVANT 121485098
ACTION SNIPPET 1200 651 SNIPPET_NOT_RELEVANT 143279519
ACTION SNIPPET 1200 654 SNIPPET_NOT_RELEVANT 6786127
ACTION SNIPPET 1200 657 SNIPPET_NOT_RELEVANT 83504366
ACTION SNIPPET 1200 660 SNIPPET_NOT_RELEVANT 159342294
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 139892766
ACTION SNIPPET 1200 666 SNIPPET_NOT_RELEVANT 66318680
ACTION QUERY 1200 676 ("trucks" OR "commercial vehicles" OR "heavy vehicles" OR "HGVs") AND ("tyres" OR "tires" OR "vehicle tyres" OR "automobile tires" OR "passenger vehicle tyres" OR "PIR tyres" OR "truck tyres" OR "HGV tyres" OR "bus tyres" OR "coach tyres" OR "railway tyres" OR "railway wheels" OR "automotive tyres")
ACTION SERP 1200 681 EXAMINE_SERP
ACTION SNIPPET 1200 684 SNIPPET_NOT_RELEVANT 70341223
ACTION SNIPPET 1200 687 SNIPPET_NOT_RELEVANT 85728012
ACTION SNIPPET 1200 690 SNIPPET_NOT_RELEVANT 78435704
ACTION SNIPPET 1200 693 SNIPPET_NOT_RELEVANT 156087326
ACTION SNIPPET 1200 696 SNIPPET_NOT_RELEVANT 131327997
ACTION SNIPPET 1200 699 SNIPPET_NOT_RELEVANT 156694413
ACTION SNIPPET 1200 702 SNIPPET_NOT_RELEVANT 127573546
ACTION SNIPPET 1200 705 SNIPPET_NOT_RELEVANT 6507716
ACTION SNIPPET 1200 708 SNIPPET_NOT_RELEVANT 30887585
ACTION SNIPPET 1200 711 SNIPPET_NOT_RELEVANT 39946523
ACTION SNIPPET 1200 714 SNIPPET_NOT_RELEVANT 23901879
ACTION SNIPPET 1200 717 SNIPPET_NOT_RELEVANT 47482505
ACTION SNIPPET 1200 720 SNIPPET_NOT_RELEVANT 47644972
ACTION SNIPPET 1200 723 SNIPPET_NOT_RELEVANT 129421414
ACTION SNIPPET 1200 726 SNIPPET_NOT_RELEVANT 83079025
ACTION SNIPPET 1200 729 SNIPPET_NOT_RELEVANT 10998020
ACTION SNIPPET 1200 732 SNIPPET_NOT_RELEVANT 123213138
ACTION SNIPPET 1200 735 SNIPPET_NOT_RELEVANT 132136439
ACTION SNIPPET 1200 738 SNIPPET_NOT_RELEVANT 159342294
ACTION SNIPPET 1200 741 SNIPPET_NOT_RELEVANT 7302013
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 18611381
ACTION SNIPPET 1200 747 SNIPPET_NOT_RELEVANT 8616175
ACTION SNIPPET 1200 750 SNIPPET_NOT_RELEVANT 21474542
ACTION SNIPPET 1200 753 SNIPPET_NOT_RELEVANT 140275720
ACTION SNIPPET 1200 756 SNIPPET_NOT_RELEVANT 139986976
ACTION SNIPPET 1200 759 SNIPPET_NOT_RELEVANT 65891732
ACTION SNIPPET 1200 762 SNIPPET_NOT_RELEVANT 107262685
ACTION SNIPPET 1200 765 SNIPPET_NOT_RELEVANT 151439137
ACTION SNIPPET 1200 768 SNIPPET_NOT_RELEVANT 131768451
ACTION SNIPPET 1200 771 SNIPPET_NOT_RELEVANT 164395628
ACTION SNIPPET 1200 774 SNIPPET_NOT_RELEVANT 51617526
ACTION SNIPPET 1200 777 SNIPPET_NOT_RELEVANT 51224764
ACTION QUERY 1200 787 ("trucks" OR "commercial vehicles" OR "heavy vehicles" OR "HGVs" OR "large commercial vehicles" OR "LCVs" OR "medium commercial vehicles" OR "MCVs" OR "small commercial vehicles" OR "SCVs" OR "vans" OR "delivery vehicles" OR "cargo trucks" OR "transporters" OR "freight trucks" OR "intermodal transport" OR "container trucks" OR "tankers" OR "fuel trucks"
ACTION SERP 1200 792 EXAMINE_SERP
ACTION SNIPPET 1200 795 SNIPPET_NOT_RELEVANT 140661345
ACTION SNIPPET 1200 798 SNIPPET_NOT_RELEVANT 24722766
ACTION SNIPPET 1200 801 SNIPPET_NOT_RELEVANT 42801322
ACTION SNIPPET 1200 804 SNIPPET_NOT_RELEVANT 128971872
ACTION SNIPPET 1200 807 SNIPPET_NOT_RELEVANT 61642531
ACTION SNIPPET 1200 810 SNIPPET_NOT_RELEVANT 144918605
ACTION SNIPPET 1200 813 SNIPPET_NOT_RELEVANT 135736346
ACTION SNIPPET 1200 816 SNIPPET_NOT_RELEVANT 89641786
ACTION SNIPPET 1200 819 SNIPPET_NOT_RELEVANT 16248389
ACTION SNIPPET 1200 822 SNIPPET_NOT_RELEVANT 132354472
ACTION SNIPPET 1200 825 SNIPPET_NOT_RELEVANT 68448792
ACTION SNIPPET 1200 828 SNIPPET_NOT_RELEVANT 33397744
ACTION SNIPPET 1200 831 SNIPPET_NOT_RELEVANT 40531853
ACTION SNIPPET 1200 834 SNIPPET_NOT_RELEVANT 8332759
ACTION SNIPPET 1200 837 SNIPPET_NOT_RELEVANT 123842489
ACTION SNIPPET 1200 840 SNIPPET_NOT_RELEVANT 63582434
ACTION SNIPPET 1200 843 SNIPPET_NOT_RELEVANT 64607467
ACTION SNIPPET 1200 846 SNIPPET_NOT_RELEVANT 24058866
ACTION SNIPPET 1200 849 SNIPPET_NOT_RELEVANT 69234583
ACTION SNIPPET 1200 852 SNIPPET_NOT_RELEVANT 16973441
ACTION SNIPPET 1200 855 SNIPPET_NOT_RELEVANT 36967317
ACTION SNIPPET 1200 858 SNIPPET_NOT_RELEVANT 11081041
ACTION SNIPPET 1200 861 SNIPPET_NOT_RELEVANT 134753147
ACTION SNIPPET 1200 864 SNIPPET_NOT_RELEVANT 163507189
ACTION SNIPPET 1200 867 SNIPPET_NOT_RELEVANT 99143654
ACTION SNIPPET 1200 870 SNIPPET_NOT_RELEVANT 159664686
ACTION SNIPPET 1200 873 SNIPPET_NOT_RELEVANT 155621253
ACTION SNIPPET 1200 876 SNIPPET_NOT_RELEVANT 47482505
ACTION SNIPPET 1200 879 SNIPPET_NOT_RELEVANT 54004982
ACTION SNIPPET 1200 882 SNIPPET_NOT_RELEVANT 66318680
ACTION SNIPPET 1200 885 SNIPPET_NOT_RELEVANT 121485098
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 40195014
ACTION QUERY 1200 898 ("trucks" OR "commercial vehicles" OR "heavy vehicles" OR "transporters" OR "delivery vehicles" OR "service vehicles" OR "construction vehicles" OR "mining vehicles" OR "farm vehicles" OR "agricultural machinery") AND ("tyres" OR "tires" OR "vehicle tires" OR "passenger car tires" OR "truck tires" OR "bus tires" OR "commercial vehicle tires" OR "off-road tires" OR "construction tires
ACTION SERP 1200 903 EXAMINE_SERP
ACTION SNIPPET 1200 906 SNIPPET_NOT_RELEVANT 163560473
ACTION SNIPPET 1200 909 SNIPPET_NOT_RELEVANT 61131606
ACTION SNIPPET 1200 912 SNIPPET_NOT_RELEVANT 163360967
ACTION SNIPPET 1200 915 SNIPPET_NOT_RELEVANT 143279519
ACTION SNIPPET 1200 918 SNIPPET_NOT_RELEVANT 46615760
ACTION SNIPPET 1200 921 SNIPPET_NOT_RELEVANT 97412785
ACTION SNIPPET 1200 924 SNIPPET_NOT_RELEVANT 163108523
ACTION SNIPPET 1200 927 SNIPPET_NOT_RELEVANT 75060120
ACTION SNIPPET 1200 930 SNIPPET_NOT_RELEVANT 46469565
ACTION SNIPPET 1200 933 SNIPPET_NOT_RELEVANT 57871997
ACTION SNIPPET 1200 936 SNIPPET_NOT_RELEVANT 123164393
ACTION SNIPPET 1200 939 SNIPPET_NOT_RELEVANT 24899855
ACTION SNIPPET 1200 942 SNIPPET_NOT_RELEVANT 42106572
ACTION SNIPPET 1200 945 SNIPPET_NOT_RELEVANT 163245922
ACTION SNIPPET 1200 948 SNIPPET_NOT_RELEVANT 126985544
ACTION SNIPPET 1200 951 SNIPPET_NOT_RELEVANT 104466289
ACTION SNIPPET 1200 954 SNIPPET_NOT_RELEVANT 149800329
ACTION SNIPPET 1200 957 SNIPPET_NOT_RELEVANT 83061731
ACTION SNIPPET 1200 960 SNIPPET_NOT_RELEVANT 163437941
ACTION SNIPPET 1200 963 SNIPPET_NOT_RELEVANT 70724398
ACTION SNIPPET 1200 966 SNIPPET_NOT_RELEVANT 2288616
ACTION SNIPPET 1200 969 SNIPPET_NOT_RELEVANT 69035720
ACTION SNIPPET 1200 972 SNIPPET_NOT_RELEVANT 60624226
ACTION SNIPPET 1200 975 SNIPPET_NOT_RELEVANT 84135466
ACTION SNIPPET 1200 978 SNIPPET_NOT_RELEVANT 42992320
ACTION SNIPPET 1200 981 SNIPPET_NOT_RELEVANT 51543316
ACTION SNIPPET 1200 984 SNIPPET_NOT_RELEVANT 126082925
ACTION SNIPPET 1200 987 SNIPPET_NOT_RELEVANT 164421082
ACTION SNIPPET 1200 990 SNIPPET_NOT_RELEVANT 12457502
ACTION SNIPPET 1200 993 SNIPPET_NOT_RELEVANT 46435441
ACTION SNIPPET 1200 996 SNIPPET_NOT_RELEVANT 69306401
ACTION SNIPPET 1200 999 SNIPPET_NOT_RELEVANT 138199067
ACTION QUERY 1200 1009 ("Trucks" OR "Commercial vehicles" OR "Heavy vehicles" OR "Large vehicles" OR "Transporters" OR "18-wheelers" OR "Long-haul trucks" OR "Heavy-duty trucks" OR "Large cargo vehicles" OR "Commercial trucks" OR "Service vehicles" OR "Delivery trucks" OR "Distribution trucks" OR "Garbage trucks" OR "Concrete mixers" OR "Fire trucks" OR "Ambulances" OR "Police cars" OR "Military
ACTION SERP 1200 1014 EXAMINE_SERP
ACTION SNIPPET 1200 1017 SNIPPET_NOT_RELEVANT 89641786
ACTION SNIPPET 1200 1020 SNIPPET_NOT_RELEVANT 24722766
ACTION SNIPPET 1200 1023 SNIPPET_NOT_RELEVANT 69234583
ACTION SNIPPET 1200 1026 SNIPPET_NOT_RELEVANT 40531853
ACTION SNIPPET 1200 1029 SNIPPET_NOT_RELEVANT 144918605
ACTION SNIPPET 1200 1032 SNIPPET_NOT_RELEVANT 64607467
ACTION SNIPPET 1200 1035 SNIPPET_NOT_RELEVANT 121485098
ACTION SNIPPET 1200 1038 SNIPPET_NOT_RELEVANT 7370636
ACTION SNIPPET 1200 1041 SNIPPET_NOT_RELEVANT 16248389
ACTION SNIPPET 1200 1044 SNIPPET_NOT_RELEVANT 123842489
ACTION SNIPPET 1200 1047 SNIPPET_NOT_RELEVANT 8332759
ACTION SNIPPET 1200 1050 SNIPPET_NOT_RELEVANT 16973441
ACTION SNIPPET 1200 1053 SNIPPET_NOT_RELEVANT 47482505
ACTION SNIPPET 1200 1056 SNIPPET_NOT_RELEVANT 40195014
ACTION SNIPPET 1200 1059 SNIPPET_NOT_RELEVANT 33397744
ACTION SNIPPET 1200 1062 SNIPPET_NOT_RELEVANT 42982613
ACTION SNIPPET 1200 1065 SNIPPET_NOT_RELEVANT 3028917
ACTION SNIPPET 1200 1068 SNIPPET_NOT_RELEVANT 24058866
ACTION SNIPPET 1200 1071 SNIPPET_NOT_RELEVANT 54004982
ACTION SNIPPET 1200 1074 SNIPPET_NOT_RELEVANT 99143654
ACTION SNIPPET 1200 1077 SNIPPET_NOT_RELEVANT 61642531
ACTION SNIPPET 1200 1080 SNIPPET_NOT_RELEVANT 51908908
ACTION SNIPPET 1200 1083 SNIPPET_NOT_RELEVANT 46628516
ACTION SNIPPET 1200 1086 SNIPPET_NOT_RELEVANT 137465625
ACTION SNIPPET 1200 1089 SNIPPET_NOT_RELEVANT 163507189
ACTION SNIPPET 1200 1092 SNIPPET_NOT_RELEVANT 2349221
